id,question,words,core_word,answer,freq
1842,接种疫苗地点可以更改吗,"接种,疫苗,地点,可以,更改,吗",疫苗,疫苗接种实施居住地管理，如需更换接种地点，可携带居住相关证明材料前往居住地所在预防接种门诊继续接种。 ,
1843,孩子有过敏性体质，可否接种新冠灭活疫苗？,"孩子,有,过敏性,体质,可否,接种,新冠灭,活疫苗",新冠,过敏性体质要具体分析对什么过敏，以下2种过敏情况为新冠疫苗的禁忌症：（1）对疫苗的任何成分、包括辅料过敏者；（2）既往发生过疫苗严重过敏反应者（如过敏性休克等）。 ,
1844,接种新冠疫苗部位出现红肿怎么办？,"接种,新冠疫苗,部位,出现,红肿,怎么办",新冠疫苗,这是接种后的正常反应，一般不需要特别处理就会自行恢复。 ,
1845,新冠疫苗能不能和hpv疫苗一起接种？ ,"新冠疫苗,能,不能,和,hpv,疫苗,一起,接种",新冠疫苗,根据既往经验，灭活疫苗可以与其他疫苗同时接种。但由于目前缺乏新冠疫苗与其他疫苗同时接种的相关研究，因此，建议新冠疫苗和上一剂hpv疫苗间需间隔至少14天。 ,
1846,什么年龄能接种新冠疫苗?,"什么,年龄,能,接种,新冠疫苗,?",新冠疫苗,目前新冠疫苗接种年龄范围为3岁及以上人群（更新时间 2023年9月28日） ,
1847,糖尿病患者可以接种新冠疫苗吗？,"糖尿病,患者,可以,接种,新冠疫苗,吗",新冠疫苗,血糖控制稳定才可以接种，具体可现场咨询预防接种门诊工作人员。 ,
1848,甲状腺切除术后长期服用优甲乐的患者是否可以接种新冠疫苗？,"甲状腺,切除术,后,长期,服用,优甲乐,的,患者,是否,可以,接种,新冠疫苗",新冠疫苗,无症状，身体情况稳定即可接种。具体可现场咨询预防接种门诊工作人员。 ,
1849,患有慢性荨麻疹，基本上每三天服用一次药物，可以打新冠疫苗吗？,"患有,慢性,荨麻疹,基本上,每,三天,服用,一次,药物,可以,打,新冠疫苗,吗",新冠疫苗,等病情稳定了才可以接种，具体可现场咨询预防接种门诊工作人员。 ,
1850,有支气管炎可以打新冠疫苗吗？,"有,支气管炎,可以,打,新冠疫苗,吗",新冠疫苗,正在发作期的话建议暂缓接种，具体可现场咨询预防接种门诊工作人员。 ,
1851,小孩子可以接种新冠疫苗吗？,"小孩子,可以,接种,新冠疫苗,吗",新冠疫苗,目前新冠疫苗接种年龄范围为3岁及以上人群（更新时间 2023年9月28日） ,
1852,打了新冠疫苗后想吐，没力气怎么办?,"打,了,新冠疫苗,后,想,吐,没,力气,怎么办,?",新冠疫苗,好好休息哦，一般2-3天会好的。如果症状持续加重，建议及时就医。 ,
1853,打完新冠疫苗多久之后可以打流感疫苗？,"打,完,新冠疫苗,多久,之后,可以,打,流感疫苗",新冠疫苗,18岁及以上人群可同时接种灭活流感疫苗和新冠病毒疫苗。18岁以下人群建议与新冠病毒疫苗接种至少间隔14天 ,
1854,青霉素过敏，可以打新冠疫苗吗？,"青霉素,过敏,可以,打,新冠疫苗,吗",新冠疫苗,通常的新冠疫苗接种禁忌包括：（1）对疫苗的活性成分、任何一种非活性成分、生产工艺中使用的物质过敏者，或以前接种同类疫苗时出现过敏者；（2）既往发生过疫苗严重过敏反应者（如急性过敏反应、血管神经性水肿、呼吸困难等）；（3）患有未控制的癲痫和其他严重神经系统疾病者（如横贯性脊髓炎、格林巴利综合症、脱髓鞘疾病等）；（4）正在发热者，或患急性疾病，或慢性疾病的急性发作期，或未控制的严重慢性病患者；（5）妊娠期妇女。 ,
1855,特应性皮炎以及过敏性体质可以接种新冠疫苗吗？,"特应,性皮炎,以及,过敏性,体质,可以,接种,新冠疫苗,吗",新冠疫苗,通常的新冠疫苗接种禁忌包括：（1）对疫苗的活性成分、任何一种非活性成分、生产工艺中使用的物质过敏者，或以前接种同类疫苗时出现过敏者；（2）既往发生过疫苗严重过敏反应者（如急性过敏反应、血管神经性水肿、呼吸困难等）；（3）患有未控制的癲痫和其他严重神经系统疾病者（如横贯性脊髓炎、格林巴利综合症、脱髓鞘疾病等）；（4）正在发热者，或患急性疾病，或慢性疾病的急性发作期，或未控制的严重慢性病患者；（5）妊娠期妇女。 ,
1856,对青霉素或者头孢过敏的人可以接种新冠疫苗吗？,"对,青霉素,或者,头孢,过敏,的,人,可以,接种,新冠疫苗,吗",新冠疫苗,通常的新冠疫苗接种禁忌包括：（1）对疫苗的活性成分、任何一种非活性成分、生产工艺中使用的物质过敏者，或以前接种同类疫苗时出现过敏者；（2）既往发生过疫苗严重过敏反应者（如急性过敏反应、血管神经性水肿、呼吸困难等）；（3）患有未控制的癲痫和其他严重神经系统疾病者（如横贯性脊髓炎、格林巴利综合症、脱髓鞘疾病等）；（4）正在发热者，或患急性疾病，或慢性疾病的急性发作期，或未控制的严重慢性病患者；（5）妊娠期妇女。 ,
1857,接种对象有哪些情况应暂缓接种新冠疫苗？,"接种,对象,有,哪些,情况,应,暂缓,接种,新冠疫苗",新冠疫苗,通常的新冠疫苗接种禁忌包括：（1）对疫苗的活性成分、任何一种非活性成分、生产工艺中使用的物质过敏者，或以前接种同类疫苗时出现过敏者；（2）既往发生过疫苗严重过敏反应者（如急性过敏反应、血管神经性水肿、呼吸困难等）；（3）患有未控制的癲痫和其他严重神经系统疾病者（如横贯性脊髓炎、格林巴利综合症、脱髓鞘疾病等）；（4）正在发热者，或患急性疾病，或慢性疾病的急性发作期，或未控制的严重慢性病患者；（5）妊娠期妇女。 ,
1858,接种新冠疫苗后可能出现哪些不良反应？,"接种,新冠疫苗,后,可能,出现,哪些,不良反应",新冠疫苗,从前期新冠疫苗临床试验研究结果和使用时收集到的信息，新冠疫苗常见不良反应的发生情况与已广泛应用的其他疫苗基本类似。主要为接种部位的红肿、硬结、疼痛等，也有发热、乏力、恶心、头疼、肌肉酸痛等。 ,
1859,接种新冠疫苗后感冒发烧了是怎么回事？,"接种,新冠疫苗,后,感冒,发烧,了,是,怎么回事",新冠疫苗,这可能是偶合症。所谓偶合症，是指受种者在接种时正处于某种疾病的潜伏期或者前驱期，接种后巧合发病。偶合症不是由疫苗的固有性质引起的，即偶合症的发生与疫苗本身无因果关联。 ,
1860,接种新冠疫苗前后有哪些注意事项？,"接种,新冠疫苗,前后,有,哪些,注意事项",新冠疫苗,在疫苗接种过程中，受种者应注意并配合做好以下事项：接种前，可提前了解新冠疫苗相关知识及预约接种流程。接种时，需携带相关证件（如身份证等），配合现场预防接种工作人员询问，如实提供本人健康状况和接种禁忌等信息。接种后，需现场留观30分钟。保持接种局部皮肤的清洁，避免用手搔抓接种部位；如发生怀疑由疫苗引起的不良反应，报告接种单位，需要时及时就医。 ,
1861,有三高(高血压，高血脂，高血糖）、慢性胃炎等慢性疾病能否接种新冠疫苗？,"有三高,(,高血压,高血脂,高血糖,）,慢性,胃炎,等,慢性,疾病,能否,接种,新冠疫苗",新冠疫苗,慢性疾病如果通过治疗处于控制稳定的状态，如血糖、血压、血脂的指标控制稳定，慢性胃炎处于非发作期，可以接种；如相关指标控制不稳，或处于急性发作期，则建议暂缓接种。 ,
1862,接种了新冠疫苗以后多久能接种hpv疫苗？,"接种,了,新冠疫苗,以后,多久,能,接种,hpv,疫苗",新冠疫苗,至少间隔14天。 ,
1863,过敏体质或正在发过敏性皮肤疾病(如荨麻疹）的是否可接种新冠疫苗？,"过敏,体质,或,正在,发,过敏性,皮肤,疾病,(,如,荨麻疹,）,的,是否,可,接种,新冠疫苗",新冠疫苗,通常的新冠疫苗接种禁忌包括：（1）对疫苗的活性成分、任何一种非活性成分、生产工艺中使用的物质过敏者，或以前接种同类疫苗时出现过敏者；（2）既往发生过疫苗严重过敏反应者（如急性过敏反应、血管神经性水肿、呼吸困难等）；（3）患有未控制的癲痫和其他严重神经系统疾病者（如横贯性脊髓炎、格林巴利综合症、脱髓鞘疾病等）；（4）正在发热者，或患急性疾病，或慢性疾病的急性发作期，或未控制的严重慢性病患者；（5）妊娠期妇女。 ,
1864,近期接种过hpv疫苗、狂犬病疫苗、带状疱疹等疫苗的人员能否接种新冠疫苗?,"近期,接种,过,hpv,疫苗,狂犬,疫苗,带状疱疹,等,疫苗,的,人员,能否,接种,新冠疫苗,?",新冠疫苗,建议至少间隔14天。 ,
1865,皮肤湿疹、酒精过敏、头孢过敏、心悸、过敏体质、过敏性鼻炎、有甲减的人员能否接种新冠疫苗？,"皮肤,湿疹,酒精,过敏,头孢,过敏,心悸,过敏,体质,过敏性,鼻炎,有甲减,的,人员,能否,接种,新冠疫苗",新冠疫苗,通常的新冠疫苗接种禁忌包括：（1）对疫苗的活性成分、任何一种非活性成分、生产工艺中使用的物质过敏者，或以前接种同类疫苗时出现过敏者；（2）既往发生过疫苗严重过敏反应者（如急性过敏反应、血管神经性水肿、呼吸困难等）；（3）患有未控制的癲痫和其他严重神经系统疾病者（如横贯性脊髓炎、格林巴利综合症、脱髓鞘疾病等）；（4）正在发热者，或患急性疾病，或慢性疾病的急性发作期，或未控制的严重慢性病患者；（5）妊娠期妇女。 ,
1866,患有癌症等大病人员能否接种新冠疫苗？,"患有,癌症,等,大病,人员,能否,接种,新冠疫苗",新冠疫苗,非急性发作期可以接种；发作期建议暂缓接种。 ,
